source,source_name,target,target_name,source_affiliation,target_affiliation,publications_xid,publications_title,publications_abtract
ur.010763032160.65,"Marsh, Tamara",ur.015332726033.17,"Walker, Krystal",UNF,UNF,['pub.1150155453'],"[""Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?""]","[""The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains.""]"
ur.010763032160.65,"Marsh, Tamara",ur.016425135625.29,"Xu, Jing",UNF,UNF,['pub.1150155453'],"[""Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?""]","[""The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains.""]"
ur.010763032160.65,"Marsh, Tamara",ur.01302000265.19,"Hamadi, Hanadi Y.",UNF,UNF,['pub.1150155453'],"[""Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?""]","[""The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains.""]"
ur.010763032160.65,"Marsh, Tamara",ur.011252000536.58,"Hicks-Roof, Kristen",UNF,UNF,['pub.1150155453'],"[""Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?""]","[""The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains.""]"
ur.013434307160.44,"Headley, Cortney",ur.012636726560.65,"Lane, W. Brian",UNF,UNF,['pub.1150270992'],['Student representations of a community of practice'],"['The communities of practice (COP) framework is useful in understanding the effort to expand physics education into professional preparation. This framework prompts physics educators and physics education researchers to consider “what counts as doing physics” that we want to prepare students for and how we can model professional physics practice in our classrooms. We argue that this focus on community omits an important consideration of the student’s perceptions of the physics community, which informs how they navigate the community. We introduce the idea of a COP model to describe a student’s internal representation of the community’s goals and practices and their sense of membership within the community. The student develops their COP model in response to legitimate peripheral participation within the community and uses this model to extrapolate their experience of the local community to the global community. We describe how this construct shares similarities with other frameworks but retains distinct features that make it a helpful tool for analysis. We demonstrate the use of the COP model in the review of student interviews about the use of computational practices in the physics community. The COP model helps us interpret student responses in terms of their COP models’ alignment and misalignment with the physics community. We discuss implications for instruction and reflect on the utility of the COP-model construct.']"
ur.012636726560.65,"Lane, W. Brian",ur.013434307160.44,"Headley, Cortney",UNF,UNF,['pub.1150270992'],['Student representations of a community of practice'],"['The communities of practice (COP) framework is useful in understanding the effort to expand physics education into professional preparation. This framework prompts physics educators and physics education researchers to consider “what counts as doing physics” that we want to prepare students for and how we can model professional physics practice in our classrooms. We argue that this focus on community omits an important consideration of the student’s perceptions of the physics community, which informs how they navigate the community. We introduce the idea of a COP model to describe a student’s internal representation of the community’s goals and practices and their sense of membership within the community. The student develops their COP model in response to legitimate peripheral participation within the community and uses this model to extrapolate their experience of the local community to the global community. We describe how this construct shares similarities with other frameworks but retains distinct features that make it a helpful tool for analysis. We demonstrate the use of the COP model in the review of student interviews about the use of computational practices in the physics community. The COP model helps us interpret student responses in terms of their COP models’ alignment and misalignment with the physics community. We discuss implications for instruction and reflect on the utility of the COP-model construct.']"
ur.015534510336.20,"Boggs, C.",ur.014472453705.75,"Quinn, N.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.015534510336.20,"Boggs, C.",ur.011732133420.33,"Terrell, K.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.015534510336.20,"Boggs, C.",ur.07627017536.46,"Rule, M.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.015534510336.20,"Boggs, C.",ur.0634752264.04,"Zeglin, R.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.015534510336.20,"Boggs, C.",ur.011252000536.58,"Hicks-Roof, K.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.07627017536.46,"Rule, M.",ur.014472453705.75,"Quinn, N.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.07627017536.46,"Rule, M.",ur.015534510336.20,"Boggs, C.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.07627017536.46,"Rule, M.",ur.011732133420.33,"Terrell, K.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.07627017536.46,"Rule, M.",ur.0634752264.04,"Zeglin, R.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.07627017536.46,"Rule, M.",ur.011252000536.58,"Hicks-Roof, K.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.01035031577.44,"Witherspoon, D.",ur.01213347266.19,"Sealey-Potts, C.",UNF,UNF,['pub.1150298573'],['Dietary and Lifestyle Practices of Individuals with Substantial Cardiovascular Risk Indicators'],[nan]
ur.012121456246.61,"Waterman, A.",ur.010732040045.21,"Labyak, C.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.012121456246.61,"Waterman, A.",ur.01213347266.19,"Sealey-Potts, C.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.012121456246.61,"Waterman, A.",ur.01025441731.01,"Wright, L.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.010732040045.21,"Labyak, C.",ur.012121456246.61,"Waterman, A.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.010732040045.21,"Labyak, C.",ur.01213347266.19,"Sealey-Potts, C.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.010732040045.21,"Labyak, C.",ur.01025441731.01,"Wright, L.",UNF,UNF,['pub.1150304586'],['Nutrition Interventions Are Needed for Dementia Informal Caregivers'],[nan]
ur.01250563337.43,"Marlow, Nicole M.",ur.012241605737.25,"Hong, Young-Rock",UF,UF,['pub.1150599825'],['People With Functional Disability and Access to Health Care During the COVID-19 Pandemic'],"['INTRODUCTION: The COVID-19 pandemic and nationwide restriction measures have disrupted health care delivery and access for the general population. There is limited evidence about access to care issues (delayed and forgone care) due to the pandemic among people with disability (PWD).\r\nMETHODS: This study used the 2020 National Health Interview Survey data. Disability status was defined by disability severity (moderate and severe disability), type, and the number of disabling limitations. Descriptive analysis and multivariate logistic regression (adjusted for sociodemographic and health-related characteristics) were conducted to estimate delayed/forgone care (yes/no) between PWD and people without disability (PWoD).\r\nRESULTS: Among 17,528 US adults, 40.7% reported living with disability. A higher proportion of respondents with severe and moderate disability reported delaying care than PWoD (severe=33.2%; moderate=27.5%; PWoD=20.0%, P <0.001). The same was true for forgone medical care (severe=26.6%; moderate=19.0%; PWoD=12.2%, P <0.001). Respondents with a moderate disability {delayed [odds ratio (OR)=1.33, 95% confidence interval (CI)=1.19, 1.49]; forgone [OR=1.46, 95% CI=1.28, 1.67]} and a severe disability [delayed (OR=1.52, 95% CI=1.27, 1.83); forgone (OR=1.84, 95% CI=1.49, 2.27)] were more likely to report delayed medical care and forgone medical care compared with PWoD. These findings were consistent across the models using disability type and the number of limitations.\r\nCONCLUSIONS: PWD were more likely to experience COVID-19-related delays in or forgone medical care compared with PWoD. The more severe and higher frequency of disabling limitations were associated with higher degrees of delayed and forgone medical care. Policymakers need to develop disability-inclusive responses to public health emergencies and postpandemic care provision among PWD.']"
ur.01250563337.43,"Marlow, Nicole M.",ur.01172411552.17,"Tanner, Rebecca",UF,UF,['pub.1150599825'],['People With Functional Disability and Access to Health Care During the COVID-19 Pandemic'],"['INTRODUCTION: The COVID-19 pandemic and nationwide restriction measures have disrupted health care delivery and access for the general population. There is limited evidence about access to care issues (delayed and forgone care) due to the pandemic among people with disability (PWD).\r\nMETHODS: This study used the 2020 National Health Interview Survey data. Disability status was defined by disability severity (moderate and severe disability), type, and the number of disabling limitations. Descriptive analysis and multivariate logistic regression (adjusted for sociodemographic and health-related characteristics) were conducted to estimate delayed/forgone care (yes/no) between PWD and people without disability (PWoD).\r\nRESULTS: Among 17,528 US adults, 40.7% reported living with disability. A higher proportion of respondents with severe and moderate disability reported delaying care than PWoD (severe=33.2%; moderate=27.5%; PWoD=20.0%, P <0.001). The same was true for forgone medical care (severe=26.6%; moderate=19.0%; PWoD=12.2%, P <0.001). Respondents with a moderate disability {delayed [odds ratio (OR)=1.33, 95% confidence interval (CI)=1.19, 1.49]; forgone [OR=1.46, 95% CI=1.28, 1.67]} and a severe disability [delayed (OR=1.52, 95% CI=1.27, 1.83); forgone (OR=1.84, 95% CI=1.49, 2.27)] were more likely to report delayed medical care and forgone medical care compared with PWoD. These findings were consistent across the models using disability type and the number of limitations.\r\nCONCLUSIONS: PWD were more likely to experience COVID-19-related delays in or forgone medical care compared with PWoD. The more severe and higher frequency of disabling limitations were associated with higher degrees of delayed and forgone medical care. Policymakers need to develop disability-inclusive responses to public health emergencies and postpandemic care provision among PWD.']"
ur.01250563337.43,"Marlow, Nicole M.",ur.016254065343.32,"Xie, Zhigang",UF,UNF,['pub.1150599825'],['People With Functional Disability and Access to Health Care During the COVID-19 Pandemic'],"['INTRODUCTION: The COVID-19 pandemic and nationwide restriction measures have disrupted health care delivery and access for the general population. There is limited evidence about access to care issues (delayed and forgone care) due to the pandemic among people with disability (PWD).\r\nMETHODS: This study used the 2020 National Health Interview Survey data. Disability status was defined by disability severity (moderate and severe disability), type, and the number of disabling limitations. Descriptive analysis and multivariate logistic regression (adjusted for sociodemographic and health-related characteristics) were conducted to estimate delayed/forgone care (yes/no) between PWD and people without disability (PWoD).\r\nRESULTS: Among 17,528 US adults, 40.7% reported living with disability. A higher proportion of respondents with severe and moderate disability reported delaying care than PWoD (severe=33.2%; moderate=27.5%; PWoD=20.0%, P <0.001). The same was true for forgone medical care (severe=26.6%; moderate=19.0%; PWoD=12.2%, P <0.001). Respondents with a moderate disability {delayed [odds ratio (OR)=1.33, 95% confidence interval (CI)=1.19, 1.49]; forgone [OR=1.46, 95% CI=1.28, 1.67]} and a severe disability [delayed (OR=1.52, 95% CI=1.27, 1.83); forgone (OR=1.84, 95% CI=1.49, 2.27)] were more likely to report delayed medical care and forgone medical care compared with PWoD. These findings were consistent across the models using disability type and the number of limitations.\r\nCONCLUSIONS: PWD were more likely to experience COVID-19-related delays in or forgone medical care compared with PWoD. The more severe and higher frequency of disabling limitations were associated with higher degrees of delayed and forgone medical care. Policymakers need to develop disability-inclusive responses to public health emergencies and postpandemic care provision among PWD.']"
ur.012241605737.25,"Hong, Young-Rock",ur.01250563337.43,"Marlow, Nicole M.",UF,UF,['pub.1150599825'],['People With Functional Disability and Access to Health Care During the COVID-19 Pandemic'],"['INTRODUCTION: The COVID-19 pandemic and nationwide restriction measures have disrupted health care delivery and access for the general population. There is limited evidence about access to care issues (delayed and forgone care) due to the pandemic among people with disability (PWD).\r\nMETHODS: This study used the 2020 National Health Interview Survey data. Disability status was defined by disability severity (moderate and severe disability), type, and the number of disabling limitations. Descriptive analysis and multivariate logistic regression (adjusted for sociodemographic and health-related characteristics) were conducted to estimate delayed/forgone care (yes/no) between PWD and people without disability (PWoD).\r\nRESULTS: Among 17,528 US adults, 40.7% reported living with disability. A higher proportion of respondents with severe and moderate disability reported delaying care than PWoD (severe=33.2%; moderate=27.5%; PWoD=20.0%, P <0.001). The same was true for forgone medical care (severe=26.6%; moderate=19.0%; PWoD=12.2%, P <0.001). Respondents with a moderate disability {delayed [odds ratio (OR)=1.33, 95% confidence interval (CI)=1.19, 1.49]; forgone [OR=1.46, 95% CI=1.28, 1.67]} and a severe disability [delayed (OR=1.52, 95% CI=1.27, 1.83); forgone (OR=1.84, 95% CI=1.49, 2.27)] were more likely to report delayed medical care and forgone medical care compared with PWoD. These findings were consistent across the models using disability type and the number of limitations.\r\nCONCLUSIONS: PWD were more likely to experience COVID-19-related delays in or forgone medical care compared with PWoD. The more severe and higher frequency of disabling limitations were associated with higher degrees of delayed and forgone medical care. Policymakers need to develop disability-inclusive responses to public health emergencies and postpandemic care provision among PWD.']"
ur.012241605737.25,"Hong, Young-Rock",ur.01172411552.17,"Tanner, Rebecca",UF,UF,['pub.1150599825'],['People With Functional Disability and Access to Health Care During the COVID-19 Pandemic'],"['INTRODUCTION: The COVID-19 pandemic and nationwide restriction measures have disrupted health care delivery and access for the general population. There is limited evidence about access to care issues (delayed and forgone care) due to the pandemic among people with disability (PWD).\r\nMETHODS: This study used the 2020 National Health Interview Survey data. Disability status was defined by disability severity (moderate and severe disability), type, and the number of disabling limitations. Descriptive analysis and multivariate logistic regression (adjusted for sociodemographic and health-related characteristics) were conducted to estimate delayed/forgone care (yes/no) between PWD and people without disability (PWoD).\r\nRESULTS: Among 17,528 US adults, 40.7% reported living with disability. A higher proportion of respondents with severe and moderate disability reported delaying care than PWoD (severe=33.2%; moderate=27.5%; PWoD=20.0%, P <0.001). The same was true for forgone medical care (severe=26.6%; moderate=19.0%; PWoD=12.2%, P <0.001). Respondents with a moderate disability {delayed [odds ratio (OR)=1.33, 95% confidence interval (CI)=1.19, 1.49]; forgone [OR=1.46, 95% CI=1.28, 1.67]} and a severe disability [delayed (OR=1.52, 95% CI=1.27, 1.83); forgone (OR=1.84, 95% CI=1.49, 2.27)] were more likely to report delayed medical care and forgone medical care compared with PWoD. These findings were consistent across the models using disability type and the number of limitations.\r\nCONCLUSIONS: PWD were more likely to experience COVID-19-related delays in or forgone medical care compared with PWoD. The more severe and higher frequency of disabling limitations were associated with higher degrees of delayed and forgone medical care. Policymakers need to develop disability-inclusive responses to public health emergencies and postpandemic care provision among PWD.']"
