xid,researcher_id,affiliations,full_name,Area,title,abstract
pub.1151620532,ur.010466517521.57,UNF,"Miller, J. Mitchell",Human Society,Exploring police sexual misconduct: an examination of a decade of incidents in a metropolitan agency," Purpose Police misconduct is a grave matter undermining public trust in law enforcement and police professionalism. While research has specified major forms and causal theories of police misconduct, especially regarding corruption and excessive force, scientific attention to police sexual misconduct (PSM) has been more limited and is addressed here. The purpose of this paper is to address this issue.   Design/methodology/approach  The current study was commissioned to examine PSM incidents ( n  = 50) between 2000 and 2009 in a large, metropolitan, police department in the USA. Data were extracted from agency internal affairs case files, personnel records and disciplinary histories for involved officers.    Findings Analyses identified common factors and trends across officers, complainants and sexual misconduct events that were dichotomized per case substantiation and observed on a severity continuum from unobtrusive to criminal conduct.   Originality/value Though findings did not evidence a deviant subculture often implicated in the police literature, specific opportunities to reduce officer misconduct, including intensifying administrative sanctioning and other perceptual deterrence measures, were identified. "
pub.1151635872,ur.010747712675.93,UNF,"Zhang, Justin Zuopeng",Information and Computing Sciences,Work-to-Home Cybersecurity Spillover: Construct Development and Validation,"The COVID-19 pandemic has forced employees to work from home using enterprise systems outside traditional organizational boundaries. Thus, organizations cannot enforce security policies for safe IT use behaviors but depend on continuance intentions of work policies at home. We study the transfer of IT security behaviors from work to home by developing the construct of Work-to-Home Cybersecurity Spillover and empirically testing and validating it. Our findings provide practical implications for researchers and practitioners in cybersecurity."
pub.1151635872,ur.016646474730.58,UNF,"Williamson, Steven",Information and Computing Sciences,Work-to-Home Cybersecurity Spillover: Construct Development and Validation,"The COVID-19 pandemic has forced employees to work from home using enterprise systems outside traditional organizational boundaries. Thus, organizations cannot enforce security policies for safe IT use behaviors but depend on continuance intentions of work policies at home. We study the transfer of IT security behaviors from work to home by developing the construct of Work-to-Home Cybersecurity Spillover and empirically testing and validating it. Our findings provide practical implications for researchers and practitioners in cybersecurity."
pub.1151635872,ur.011416214620.82,UNF,"Goel, Lakshmi",Information and Computing Sciences,Work-to-Home Cybersecurity Spillover: Construct Development and Validation,"The COVID-19 pandemic has forced employees to work from home using enterprise systems outside traditional organizational boundaries. Thus, organizations cannot enforce security policies for safe IT use behaviors but depend on continuance intentions of work policies at home. We study the transfer of IT security behaviors from work to home by developing the construct of Work-to-Home Cybersecurity Spillover and empirically testing and validating it. Our findings provide practical implications for researchers and practitioners in cybersecurity."
pub.1151692701,ur.01370127376.87,UNF,"Saikia, Manob Jyoti",Information and Computing Sciences,Towards a telehealth infrastructure supported by machine learning on edge/fog for Parkinson's movement screening,"Approximately 10 million people worldwide live with Parkinson's disease (PD), a progressive and incurable neurological movement disorder. Symptomatic treatment is available for PD but requires patients to make periodic clinic visits (2–3 times per year) for symptom assessment. Advanced telehealth technologies can enhance clinical care for PD but warrant an Internet-of-Things-based (IoT) infrastructure that can enable symptom monitoring in out-of-clinic settings, such as homes. In this paper, we present an edge and Fog device-based IoT framework and a machine learning-based telehealth infrastructure that can detect and classify hand movement tasks based on a clinical test (UPDRS) for remote symptom assessment. We used a pair of smart gloves integrated with finger flex sensors, an inertial measurement unit (IMU), and a wireless embedded system (i.e., an edge device) to record the hand movements. The edge device (ESP32) detected the activity on the edge node and transmitted the data to the Fog node for classification. The Fog node (Raspberry pi) hosted the Machine Learning (ML) based activity classification models to classify UPDRS-based hand movement tasks. In this paper, we present the development of edge-fog-supported ML infrastructure. To develop ML models, we utilized the data of 9 participants (five healthy and four people with PD) who performed hand movements tasks while wearing the smart gloves. We developed and tested different classification models such as K-nearest neighbors (KNN), Support Vector Machine (SVM), and Decision Tree (DT) to identify which one fits best for such an edge-fog infrastructure for remote symptom assessment. Results showed that the SVM model outperformed others by giving 94% training, 94% testing, and 93% validation accuracy with a mean inference time of 560 μs on the Fog node. Our preliminary results are promising to further our research in deploying the edge-fog-driven ML-based telehealth infrastructure in real-world settings."
pub.1151696433,ur.014710241634.55,UNF,"Kim, Jonghoon",Engineering,Feature Template–Based Parametric Swept Geometry Generation from Point Cloud Data: Pipeline Design in Building Systems,"Reverse engineering has been used in construction, including residential and commercial buildings and heavy civil constructions, to help integrity access complex or combined damages. However, the previous reverse-engineering process was an inefficient timely manner approach, which was simple to measure the dimensions by the equipment, recorded and modeled by personnel who has engineering knowledge. For this reason, this research study focuses on developing reverse-engineering methods to support the previous reverse-engineering process, which is the parametric swept geometry definition and generation with a predefined feature template (FT) from point cloud data (PCD). PCD were recently obtained and used from the scanned images for facility management purposes. However, the geometry modeling for management in PCD required a lot of effort and time consumption. This research study focuses on the pipelines in mechanical, electrical, and plumbing (MEP) systems as a case study. The swept geometry, which includes ducts, cable trays, pipes, and H-beams, was modeled considering standardized dimensions and constraints in MEP systems in building construction. This study also finds how to generate the parametric swept geometry from PCD based on the predefined FT and provide engineers/designers with flexible reverse-engineering capabilities."
pub.1151701953,ur.01240546476.22,UNF,"Narayanan, Ramaswamy",Chemical Sciences,An Exosomal miRNA Biomarker for the Detection of Pancreatic Ductal Adenocarcinoma,"Pancreatic ductal adenocarcinoma (PDAC) remains a difficult tumor to diagnose and treat. To date, PDAC lacks routine screening with no markers available for early detection. Exosomes are 40-150 nm-sized extracellular vesicles that contain DNA, RNA, and proteins. These exosomes are released by all cell types into circulation and thus can be harvested from patient body fluids, thereby facilitating a non-invasive method for PDAC detection. A bioinformatics analysis was conducted utilizing publicly available miRNA pancreatic cancer expression and genome databases. Through this analysis, we identified 18 miRNA with strong potential for PDAC detection. From this analysis, 10 (MIR31, MIR93, MIR133A1, MIR210, MIR330, MIR339, MIR425, MIR429, MIR1208, and MIR3620) were chosen due to high copy number variation as well as their potential to differentiate patients with chronic pancreatitis, neoplasms, and PDAC. These 10 were examined for their mature miRNA expression patterns, giving rise to 18 mature miRs for further analysis. Exosomal RNA from cell culture media was analyzed via RTqPCR and seven mature miRs exhibited statistical significance (miR-31-5p, miR-31-3p, miR-210-3p, miR-339-5p, miR-425-5p, miR-425-3p, and miR-429). These identified biomarkers can potentially be used for early detection of PDAC."
pub.1151819651,ur.011141050324.18,UNF,"Wesely, Jennifer K.",Psychology,Survivor‐focused timely warnings increase negative stereotyping of survivors but make readers feel safer,"Abstract  Universities in the United States issue “timely warnings” when a sexual assault occurs on campus. Timely warnings should make campuses safer by communicating information that allows community members to make informed personal safety decisions. Unfortunately, these warnings often undermine that safety goal by centering the survivor's actions (i.e., walking alone at night) and characteristics (i.e., wearing revealing clothes), rather than or in addition to the perpetrator's actions (i.e., followed the survivor to their house) and characteristics (i.e., wearing a red shirt). The present research investigated whether including survivor‐focused details in timely warnings causes readers to view survivors as less intelligent (i.e., why else would they walk alone at night?) and more promiscuous (i.e., why else would they wear revealing clothes?). Among three distinct samples (registered voters, US undergraduates, US based MTurk participants), we manipulated whether timely warnings included survivor‐focused details. Survivor‐focused, versus not survivor‐focused, warnings caused participants to view survivors as less intelligent (all three samples) and more promiscuous (US undergraduates and US based MTurk participants). Participants also felt safer when timely warnings focused on the survivor. Notably, feeling safer related to believing survivors were less intelligent (US based MTurk participants). We discuss how survivor‐focused timely warnings may ironically make campuses less safe by discouraging survivors from reporting crimes. Materials, data, and analysis code are available online ( https://osf.io/acnqb/?view_only=4c9dd1c7abcd4a6bbd2c68e8412fcbdd ). "
pub.1151819651,ur.014675651125.51,UNF,"Brown, Elizabeth R.",Psychology,Survivor‐focused timely warnings increase negative stereotyping of survivors but make readers feel safer,"Abstract  Universities in the United States issue “timely warnings” when a sexual assault occurs on campus. Timely warnings should make campuses safer by communicating information that allows community members to make informed personal safety decisions. Unfortunately, these warnings often undermine that safety goal by centering the survivor's actions (i.e., walking alone at night) and characteristics (i.e., wearing revealing clothes), rather than or in addition to the perpetrator's actions (i.e., followed the survivor to their house) and characteristics (i.e., wearing a red shirt). The present research investigated whether including survivor‐focused details in timely warnings causes readers to view survivors as less intelligent (i.e., why else would they walk alone at night?) and more promiscuous (i.e., why else would they wear revealing clothes?). Among three distinct samples (registered voters, US undergraduates, US based MTurk participants), we manipulated whether timely warnings included survivor‐focused details. Survivor‐focused, versus not survivor‐focused, warnings caused participants to view survivors as less intelligent (all three samples) and more promiscuous (US undergraduates and US based MTurk participants). Participants also felt safer when timely warnings focused on the survivor. Notably, feeling safer related to believing survivors were less intelligent (US based MTurk participants). We discuss how survivor‐focused timely warnings may ironically make campuses less safe by discouraging survivors from reporting crimes. Materials, data, and analysis code are available online ( https://osf.io/acnqb/?view_only=4c9dd1c7abcd4a6bbd2c68e8412fcbdd ). "
pub.1151819651,ur.012473703013.35,UNF,"Binder, Michael",Psychology,Survivor‐focused timely warnings increase negative stereotyping of survivors but make readers feel safer,"Abstract  Universities in the United States issue “timely warnings” when a sexual assault occurs on campus. Timely warnings should make campuses safer by communicating information that allows community members to make informed personal safety decisions. Unfortunately, these warnings often undermine that safety goal by centering the survivor's actions (i.e., walking alone at night) and characteristics (i.e., wearing revealing clothes), rather than or in addition to the perpetrator's actions (i.e., followed the survivor to their house) and characteristics (i.e., wearing a red shirt). The present research investigated whether including survivor‐focused details in timely warnings causes readers to view survivors as less intelligent (i.e., why else would they walk alone at night?) and more promiscuous (i.e., why else would they wear revealing clothes?). Among three distinct samples (registered voters, US undergraduates, US based MTurk participants), we manipulated whether timely warnings included survivor‐focused details. Survivor‐focused, versus not survivor‐focused, warnings caused participants to view survivors as less intelligent (all three samples) and more promiscuous (US undergraduates and US based MTurk participants). Participants also felt safer when timely warnings focused on the survivor. Notably, feeling safer related to believing survivors were less intelligent (US based MTurk participants). We discuss how survivor‐focused timely warnings may ironically make campuses less safe by discouraging survivors from reporting crimes. Materials, data, and analysis code are available online ( https://osf.io/acnqb/?view_only=4c9dd1c7abcd4a6bbd2c68e8412fcbdd ). "
pub.1151819651,ur.0776454123.71,UNF,"Phills, Curtis E.",Psychology,Survivor‐focused timely warnings increase negative stereotyping of survivors but make readers feel safer,"Abstract  Universities in the United States issue “timely warnings” when a sexual assault occurs on campus. Timely warnings should make campuses safer by communicating information that allows community members to make informed personal safety decisions. Unfortunately, these warnings often undermine that safety goal by centering the survivor's actions (i.e., walking alone at night) and characteristics (i.e., wearing revealing clothes), rather than or in addition to the perpetrator's actions (i.e., followed the survivor to their house) and characteristics (i.e., wearing a red shirt). The present research investigated whether including survivor‐focused details in timely warnings causes readers to view survivors as less intelligent (i.e., why else would they walk alone at night?) and more promiscuous (i.e., why else would they wear revealing clothes?). Among three distinct samples (registered voters, US undergraduates, US based MTurk participants), we manipulated whether timely warnings included survivor‐focused details. Survivor‐focused, versus not survivor‐focused, warnings caused participants to view survivors as less intelligent (all three samples) and more promiscuous (US undergraduates and US based MTurk participants). Participants also felt safer when timely warnings focused on the survivor. Notably, feeling safer related to believing survivors were less intelligent (US based MTurk participants). We discuss how survivor‐focused timely warnings may ironically make campuses less safe by discouraging survivors from reporting crimes. Materials, data, and analysis code are available online ( https://osf.io/acnqb/?view_only=4c9dd1c7abcd4a6bbd2c68e8412fcbdd ). "
pub.1151862602,ur.01164760644.22,UNF,"Loh, Chung-Ping Albert",Economics,Museums in the COVID-19 pandemic: the impact of economic stimulus policy and market strategy of the national palace museums in Taiwan,
pub.1151885993,ur.014243412173.03,UNF,"Ross, Jenifer",Biomedical and Clinical Sciences,Barriers to Implementing Weight Management Recommendations,"Dietitians are responsible for using evidence-based practice to mitigate the effects of obesity; however, it is unclear how dietitians use research to guide weight management interventions. The aim of this pilot study was to identify the barriers of research utilization and implementation of evidence-based practice in adult weight management. A survey was disseminated to dietitians working at least part-time with people with obesity. Dietitians seem to value research and evidence-based practice; however, implementation may be an issue. The pilot study found that workplace setting may provide a barrier to research utilization, but dietitian opinion of current screening and referral guidelines may also be a significant barrier to implementing best practices in adult weight management."
pub.1151885993,ur.01110613476.83,UNF,"Arikawa, Andrea Y.",Biomedical and Clinical Sciences,Barriers to Implementing Weight Management Recommendations,"Dietitians are responsible for using evidence-based practice to mitigate the effects of obesity; however, it is unclear how dietitians use research to guide weight management interventions. The aim of this pilot study was to identify the barriers of research utilization and implementation of evidence-based practice in adult weight management. A survey was disseminated to dietitians working at least part-time with people with obesity. Dietitians seem to value research and evidence-based practice; however, implementation may be an issue. The pilot study found that workplace setting may provide a barrier to research utilization, but dietitian opinion of current screening and referral guidelines may also be a significant barrier to implementing best practices in adult weight management."
pub.1151885993,ur.01025441731.01,UNF,"Wright, Lauri",Biomedical and Clinical Sciences,Barriers to Implementing Weight Management Recommendations,"Dietitians are responsible for using evidence-based practice to mitigate the effects of obesity; however, it is unclear how dietitians use research to guide weight management interventions. The aim of this pilot study was to identify the barriers of research utilization and implementation of evidence-based practice in adult weight management. A survey was disseminated to dietitians working at least part-time with people with obesity. Dietitians seem to value research and evidence-based practice; however, implementation may be an issue. The pilot study found that workplace setting may provide a barrier to research utilization, but dietitian opinion of current screening and referral guidelines may also be a significant barrier to implementing best practices in adult weight management."
pub.1151970373,ur.01276621531.69,UNF,"Gilg, MR",Biological Sciences,Acclimation to elevated temperatures in Acropora cervicornis: effects of host genotype and symbiont shuffling," Climate change is increasing the average surface temperatures of tropical waters, creating unfavorable conditions for corals. Some species of coral can physiologically acclimate to elevated temperatures, but the degree to which genetic variation underlies differences in this ability is currently unknown. Acclimation to elevated temperatures in coral has been hypothesized to be due to either alterations in the symbiont community or to changes in gene expression. The present study investigated the ability of Acropora cervicornis to acclimate to elevated temperatures, estimated the heritability of plasticity in upper thermal tolerance, and tested whether observed acclimation patterns could be explained by symbiont shuffling. Coral fragments from a nursery in the Florida Keys (USA) were acclimated at either ambient (27 ± 1°C) or elevated (30 ± 1°C) temperatures and then exposed to a second heat stress (32 ± 1°C) and monitored for mortality. Fragments acclimated to elevated temperatures showed significantly longer lifespans in the subsequent heat stress than did those acclimated at ambient temperature. The ability to acclimate to elevated temperatures differed significantly among coral genets, yielding low, but significant, estimates of broad-sense heritability. A subsequent experiment revealed no changes in either bacterial or dinoflagellate communities of symbionts as a result of acclimation, suggesting that symbiont shuffling did not account for the differences in lifespan between treatments. While estimates of heritability were low, the results suggest that plasticity in upper thermal tolerance significantly differs among coral genets, and that acclimation is likely a result of alterations in gene expression as opposed to symbiont shuffling. "
pub.1151970373,ur.010207033721.05,UNF,"Heng, F",Biomedical and Clinical Sciences,Acclimation to elevated temperatures in Acropora cervicornis: effects of host genotype and symbiont shuffling," Climate change is increasing the average surface temperatures of tropical waters, creating unfavorable conditions for corals. Some species of coral can physiologically acclimate to elevated temperatures, but the degree to which genetic variation underlies differences in this ability is currently unknown. Acclimation to elevated temperatures in coral has been hypothesized to be due to either alterations in the symbiont community or to changes in gene expression. The present study investigated the ability of Acropora cervicornis to acclimate to elevated temperatures, estimated the heritability of plasticity in upper thermal tolerance, and tested whether observed acclimation patterns could be explained by symbiont shuffling. Coral fragments from a nursery in the Florida Keys (USA) were acclimated at either ambient (27 ± 1°C) or elevated (30 ± 1°C) temperatures and then exposed to a second heat stress (32 ± 1°C) and monitored for mortality. Fragments acclimated to elevated temperatures showed significantly longer lifespans in the subsequent heat stress than did those acclimated at ambient temperature. The ability to acclimate to elevated temperatures differed significantly among coral genets, yielding low, but significant, estimates of broad-sense heritability. A subsequent experiment revealed no changes in either bacterial or dinoflagellate communities of symbionts as a result of acclimation, suggesting that symbiont shuffling did not account for the differences in lifespan between treatments. While estimates of heritability were low, the results suggest that plasticity in upper thermal tolerance significantly differs among coral genets, and that acclimation is likely a result of alterations in gene expression as opposed to symbiont shuffling. "
pub.1152002766,ur.01110613476.83,UNF,"Arikawa, Andrea Y",Biomedical and Clinical Sciences,Dietary Supplement Intake is Associated with Healthier Lifestyle Behaviors in College Students Attending a Regional University in the Southeast: A Cross-Sectional Study.,"The relationship between intake of dietary supplements and biomarkers such as insulin and insulin-like growth factor has not been well explored. The primary aim of this cross-sectional study was to investigate the associations between supplement intake and biological and lifestyle factors. We hypothesized that dietary supplement intake was associated with healthier lifestyle behaviors. College students attending a Southeast university were recruited between January 2018 and April 2019. Blood samples were collected to measure insulin, insulin-like growth factor 1 (IGF-1) and alanine aminotransferase (ALT). Statistical tests employed were linear regression and analysis of variance. Ninety-eight participants completed the study and 91% reported taking at least one supplement, while 5.1% reported taking 9+ supplements once per week. There were no differences in levels of insulin, IGF-1 and ALT by levels of dietary supplement intake. Although there were no differences in HEI-2015 score among the groups, those who consumed five or more supplements met a higher percentage of the recommended intake for fruits, performed aerobic exercise for longer duration, and had lower body fat percentage compared to participants who consumed two or less supplements at least once per week. These findings are consistent with previous studies and suggest that dietary supplement intake is highly prevalent in college students, and it may be related to healthy lifestyle behaviors. Future studies should employ mixed methodology to examine reasons by which college students consume dietary supplements and to assess perceived and direct health benefits associated with consumption."
pub.1152002766,ur.014613704314.11,UNF,"Perez, Doreen",Health Sciences,Dietary Supplement Intake is Associated with Healthier Lifestyle Behaviors in College Students Attending a Regional University in the Southeast: A Cross-Sectional Study.,"The relationship between intake of dietary supplements and biomarkers such as insulin and insulin-like growth factor has not been well explored. The primary aim of this cross-sectional study was to investigate the associations between supplement intake and biological and lifestyle factors. We hypothesized that dietary supplement intake was associated with healthier lifestyle behaviors. College students attending a Southeast university were recruited between January 2018 and April 2019. Blood samples were collected to measure insulin, insulin-like growth factor 1 (IGF-1) and alanine aminotransferase (ALT). Statistical tests employed were linear regression and analysis of variance. Ninety-eight participants completed the study and 91% reported taking at least one supplement, while 5.1% reported taking 9+ supplements once per week. There were no differences in levels of insulin, IGF-1 and ALT by levels of dietary supplement intake. Although there were no differences in HEI-2015 score among the groups, those who consumed five or more supplements met a higher percentage of the recommended intake for fruits, performed aerobic exercise for longer duration, and had lower body fat percentage compared to participants who consumed two or less supplements at least once per week. These findings are consistent with previous studies and suggest that dietary supplement intake is highly prevalent in college students, and it may be related to healthy lifestyle behaviors. Future studies should employ mixed methodology to examine reasons by which college students consume dietary supplements and to assess perceived and direct health benefits associated with consumption."
pub.1152002766,ur.014243412173.03,UNF,"Ross, Jenifer M",Biomedical and Clinical Sciences,Dietary Supplement Intake is Associated with Healthier Lifestyle Behaviors in College Students Attending a Regional University in the Southeast: A Cross-Sectional Study.,"The relationship between intake of dietary supplements and biomarkers such as insulin and insulin-like growth factor has not been well explored. The primary aim of this cross-sectional study was to investigate the associations between supplement intake and biological and lifestyle factors. We hypothesized that dietary supplement intake was associated with healthier lifestyle behaviors. College students attending a Southeast university were recruited between January 2018 and April 2019. Blood samples were collected to measure insulin, insulin-like growth factor 1 (IGF-1) and alanine aminotransferase (ALT). Statistical tests employed were linear regression and analysis of variance. Ninety-eight participants completed the study and 91% reported taking at least one supplement, while 5.1% reported taking 9+ supplements once per week. There were no differences in levels of insulin, IGF-1 and ALT by levels of dietary supplement intake. Although there were no differences in HEI-2015 score among the groups, those who consumed five or more supplements met a higher percentage of the recommended intake for fruits, performed aerobic exercise for longer duration, and had lower body fat percentage compared to participants who consumed two or less supplements at least once per week. These findings are consistent with previous studies and suggest that dietary supplement intake is highly prevalent in college students, and it may be related to healthy lifestyle behaviors. Future studies should employ mixed methodology to examine reasons by which college students consume dietary supplements and to assess perceived and direct health benefits associated with consumption."
pub.1152002766,ur.0636665472.55,UNF,"Bednarzyk, Michele",Health Sciences,Dietary Supplement Intake is Associated with Healthier Lifestyle Behaviors in College Students Attending a Regional University in the Southeast: A Cross-Sectional Study.,"The relationship between intake of dietary supplements and biomarkers such as insulin and insulin-like growth factor has not been well explored. The primary aim of this cross-sectional study was to investigate the associations between supplement intake and biological and lifestyle factors. We hypothesized that dietary supplement intake was associated with healthier lifestyle behaviors. College students attending a Southeast university were recruited between January 2018 and April 2019. Blood samples were collected to measure insulin, insulin-like growth factor 1 (IGF-1) and alanine aminotransferase (ALT). Statistical tests employed were linear regression and analysis of variance. Ninety-eight participants completed the study and 91% reported taking at least one supplement, while 5.1% reported taking 9+ supplements once per week. There were no differences in levels of insulin, IGF-1 and ALT by levels of dietary supplement intake. Although there were no differences in HEI-2015 score among the groups, those who consumed five or more supplements met a higher percentage of the recommended intake for fruits, performed aerobic exercise for longer duration, and had lower body fat percentage compared to participants who consumed two or less supplements at least once per week. These findings are consistent with previous studies and suggest that dietary supplement intake is highly prevalent in college students, and it may be related to healthy lifestyle behaviors. Future studies should employ mixed methodology to examine reasons by which college students consume dietary supplements and to assess perceived and direct health benefits associated with consumption."
pub.1152002766,ur.010776677330.88,UNF,"Harris, Michel",Health Sciences,Dietary Supplement Intake is Associated with Healthier Lifestyle Behaviors in College Students Attending a Regional University in the Southeast: A Cross-Sectional Study.,"The relationship between intake of dietary supplements and biomarkers such as insulin and insulin-like growth factor has not been well explored. The primary aim of this cross-sectional study was to investigate the associations between supplement intake and biological and lifestyle factors. We hypothesized that dietary supplement intake was associated with healthier lifestyle behaviors. College students attending a Southeast university were recruited between January 2018 and April 2019. Blood samples were collected to measure insulin, insulin-like growth factor 1 (IGF-1) and alanine aminotransferase (ALT). Statistical tests employed were linear regression and analysis of variance. Ninety-eight participants completed the study and 91% reported taking at least one supplement, while 5.1% reported taking 9+ supplements once per week. There were no differences in levels of insulin, IGF-1 and ALT by levels of dietary supplement intake. Although there were no differences in HEI-2015 score among the groups, those who consumed five or more supplements met a higher percentage of the recommended intake for fruits, performed aerobic exercise for longer duration, and had lower body fat percentage compared to participants who consumed two or less supplements at least once per week. These findings are consistent with previous studies and suggest that dietary supplement intake is highly prevalent in college students, and it may be related to healthy lifestyle behaviors. Future studies should employ mixed methodology to examine reasons by which college students consume dietary supplements and to assess perceived and direct health benefits associated with consumption."
pub.1152004382,ur.012776250411.35,UF,"Bian, Jiang",Biomedical and Clinical Sciences,Examining the relationship between metformin dose and cancer survival: A SEER-Medicare analysis,"Cancer is a major health problem in the U.S and type 2 diabetes mellitus (T2DM) is known to increase the risk for the development of many cancers. Metformin, a first-line therapy for treating T2DM, is increasingly being used for its anticancer effects; however, the literature is limited on the effect of metformin dose on overall survival in patients with stage IV cancer. Overall survival was defined as the time interval from the date of diagnosis to the last known follow-up or death from any cause. Subjects who were alive on December 31, 2016 were censored. In this cohort study we examined the relationship between metformin dose and overall survival in persons with both T2DM and stage IV lung, breast, colorectal, prostate, or pancreas cancers. We used a retrospective study design with Cox proportional hazards regression analysis of the 2007-2016 of the Surveillance Epidemiology and End Results-Medicare (SEER) dataset. Of the 7,725 patients, 2,981(38.5%) had been prescribed metformin. Patients who used metformin had significantly better overall survival in both unadjusted (Unadjusted HR, 0.73; 95% CI, 0.69-0.76; p < 0.001) and adjusted models (adjusted HR, 0.77; 95% CI, 0.73-0.81; p < 0.001). The overall survival between patients who took metformin with average daily dose ≥ 1000mg or < 1000mg were not statistically significant (aHR, 1.00; 95% CI, 0.93-1.08; p = 0.90). Metformin use regardless of dose is associated with increased overall survival in older adults with stage IV cancer."
pub.1152004382,ur.01310165033.13,UF,"Jo, Ara",Biomedical and Clinical Sciences,Examining the relationship between metformin dose and cancer survival: A SEER-Medicare analysis,"Cancer is a major health problem in the U.S and type 2 diabetes mellitus (T2DM) is known to increase the risk for the development of many cancers. Metformin, a first-line therapy for treating T2DM, is increasingly being used for its anticancer effects; however, the literature is limited on the effect of metformin dose on overall survival in patients with stage IV cancer. Overall survival was defined as the time interval from the date of diagnosis to the last known follow-up or death from any cause. Subjects who were alive on December 31, 2016 were censored. In this cohort study we examined the relationship between metformin dose and overall survival in persons with both T2DM and stage IV lung, breast, colorectal, prostate, or pancreas cancers. We used a retrospective study design with Cox proportional hazards regression analysis of the 2007-2016 of the Surveillance Epidemiology and End Results-Medicare (SEER) dataset. Of the 7,725 patients, 2,981(38.5%) had been prescribed metformin. Patients who used metformin had significantly better overall survival in both unadjusted (Unadjusted HR, 0.73; 95% CI, 0.69-0.76; p < 0.001) and adjusted models (adjusted HR, 0.77; 95% CI, 0.73-0.81; p < 0.001). The overall survival between patients who took metformin with average daily dose ≥ 1000mg or < 1000mg were not statistically significant (aHR, 1.00; 95% CI, 0.93-1.08; p = 0.90). Metformin use regardless of dose is associated with increased overall survival in older adults with stage IV cancer."
pub.1152004382,ur.012450366366.47,UF,"O'Neal, LaToya J",Biomedical and Clinical Sciences,Examining the relationship between metformin dose and cancer survival: A SEER-Medicare analysis,"Cancer is a major health problem in the U.S and type 2 diabetes mellitus (T2DM) is known to increase the risk for the development of many cancers. Metformin, a first-line therapy for treating T2DM, is increasingly being used for its anticancer effects; however, the literature is limited on the effect of metformin dose on overall survival in patients with stage IV cancer. Overall survival was defined as the time interval from the date of diagnosis to the last known follow-up or death from any cause. Subjects who were alive on December 31, 2016 were censored. In this cohort study we examined the relationship between metformin dose and overall survival in persons with both T2DM and stage IV lung, breast, colorectal, prostate, or pancreas cancers. We used a retrospective study design with Cox proportional hazards regression analysis of the 2007-2016 of the Surveillance Epidemiology and End Results-Medicare (SEER) dataset. Of the 7,725 patients, 2,981(38.5%) had been prescribed metformin. Patients who used metformin had significantly better overall survival in both unadjusted (Unadjusted HR, 0.73; 95% CI, 0.69-0.76; p < 0.001) and adjusted models (adjusted HR, 0.77; 95% CI, 0.73-0.81; p < 0.001). The overall survival between patients who took metformin with average daily dose ≥ 1000mg or < 1000mg were not statistically significant (aHR, 1.00; 95% CI, 0.93-1.08; p = 0.90). Metformin use regardless of dose is associated with increased overall survival in older adults with stage IV cancer."
pub.1152004382,ur.01120345541.16,UF,"George, Thomas J",Biomedical and Clinical Sciences,Examining the relationship between metformin dose and cancer survival: A SEER-Medicare analysis,"Cancer is a major health problem in the U.S and type 2 diabetes mellitus (T2DM) is known to increase the risk for the development of many cancers. Metformin, a first-line therapy for treating T2DM, is increasingly being used for its anticancer effects; however, the literature is limited on the effect of metformin dose on overall survival in patients with stage IV cancer. Overall survival was defined as the time interval from the date of diagnosis to the last known follow-up or death from any cause. Subjects who were alive on December 31, 2016 were censored. In this cohort study we examined the relationship between metformin dose and overall survival in persons with both T2DM and stage IV lung, breast, colorectal, prostate, or pancreas cancers. We used a retrospective study design with Cox proportional hazards regression analysis of the 2007-2016 of the Surveillance Epidemiology and End Results-Medicare (SEER) dataset. Of the 7,725 patients, 2,981(38.5%) had been prescribed metformin. Patients who used metformin had significantly better overall survival in both unadjusted (Unadjusted HR, 0.73; 95% CI, 0.69-0.76; p < 0.001) and adjusted models (adjusted HR, 0.77; 95% CI, 0.73-0.81; p < 0.001). The overall survival between patients who took metformin with average daily dose ≥ 1000mg or < 1000mg were not statistically significant (aHR, 1.00; 95% CI, 0.93-1.08; p = 0.90). Metformin use regardless of dose is associated with increased overall survival in older adults with stage IV cancer."
pub.1152004382,ur.01166236407.18,UF,"Scarton, Lisa",Biomedical and Clinical Sciences,Examining the relationship between metformin dose and cancer survival: A SEER-Medicare analysis,"Cancer is a major health problem in the U.S and type 2 diabetes mellitus (T2DM) is known to increase the risk for the development of many cancers. Metformin, a first-line therapy for treating T2DM, is increasingly being used for its anticancer effects; however, the literature is limited on the effect of metformin dose on overall survival in patients with stage IV cancer. Overall survival was defined as the time interval from the date of diagnosis to the last known follow-up or death from any cause. Subjects who were alive on December 31, 2016 were censored. In this cohort study we examined the relationship between metformin dose and overall survival in persons with both T2DM and stage IV lung, breast, colorectal, prostate, or pancreas cancers. We used a retrospective study design with Cox proportional hazards regression analysis of the 2007-2016 of the Surveillance Epidemiology and End Results-Medicare (SEER) dataset. Of the 7,725 patients, 2,981(38.5%) had been prescribed metformin. Patients who used metformin had significantly better overall survival in both unadjusted (Unadjusted HR, 0.73; 95% CI, 0.69-0.76; p < 0.001) and adjusted models (adjusted HR, 0.77; 95% CI, 0.73-0.81; p < 0.001). The overall survival between patients who took metformin with average daily dose ≥ 1000mg or < 1000mg were not statistically significant (aHR, 1.00; 95% CI, 0.93-1.08; p = 0.90). Metformin use regardless of dose is associated with increased overall survival in older adults with stage IV cancer."
